INFO - Admin portal endpoints registered at /admin
INFO - LLM telemetry: litellm not available, skipping litellm callback
INFO - LLM telemetry: byllm not available, skipping agent callback
INFO - LLM telemetry endpoints registered: /admin/llm/telemetry/{summary,traces,traces/{id},filters}
INFO - Log query endpoints registered: /admin/logs/{,services,trace/{id}}
INFO - Trace query endpoints registered: /admin/traces/{,services,{id}}
INFO - No emailer provider configured - email features disabled. Set [plugins.scale.emailer] provider = 'smtp' (or a custom 'module.path:ClassName') in jac.toml to enable.

  JAC DEV SERVER v0.16.1

  ➜  Local:     http://localhost:8000/

  🚀 Server ready

  JAC DEV SERVER v0.16.1

  ➜  Local:     http://localhost:8000/

  🚀 Server ready

{"ts": "2026-08-16T10:01:43.983919Z", "level": "INFO", "service": "unknown", "trace_id": null, "msg": "127.0.0.1:50924 - \"GET /docs HTTP/1.1\" 200"}
{"ts": "2026-08-16T10:01:44.039032Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-DEBUG] topology_index: nodes=1001, edges=1000, topology_index_data=present"}
{"ts": "2026-08-16T10:01:44.039247Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-EXTRACT] cache MISS for Traverse, extracting from AST"}
{"ts": "2026-08-16T10:01:44.039469Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-DEBUG] extracted 1 visits: [('from=Item', 'edge=Next', \"chain=[('Next', None, 2)]\")]"}
{"ts": "2026-08-16T10:01:44.040601Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040688Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040749Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040807Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040861Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040915Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.040968Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041024Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041076Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041127Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041176Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041237Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041287Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041337Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041385Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041434Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041484Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041532Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041581Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041628Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041676Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041724Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041771Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041818Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041865Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041911Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.041957Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042006Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042055Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042102Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042148Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042196Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042243Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042290Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042337Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042382Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042428Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042473Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042518Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042567Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042611Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
{"ts": "2026-08-16T10:01:44.042656Z", "level": "INFO", "service": "unknown", "trace_id": "786022b7-bc0e-40b7-8fb4-9a450aeb4e0d", "msg": "[trace=786022b7] [TTG-BFS] cur_type=Item from=Item is_visit=True chain_results=1 added=1 enqueued=1"}
